name_a,type_a,name_b,type_b,similarity,confidence,reason
文件化資訊,data,資訊檔案,data,0.9264,0.9,文件化資訊和資訊檔案是同義詞
機密性資料,data,密文資料,data,0.9264,0.8,機密性資料和密文資料都指涉資訊安全中的加密或保護資料
cookie資訊,data,cookie 資訊,data,0.9252,1.0,兩節點名稱語意完全相同
備份,data,備份資料,data,0.9249,0.9,兩節點名稱語意等價，備份和備份資料指稱同一個概念
系統紀錄資料,data,系統記錄,data,0.9249,0.9,系統紀錄資料和系統記錄語意相近，指稱相同概念
交易記錄,data,交易歷史紀錄,data,0.9238,0.9,節點 A 和節點 B 的名稱語意等價，都是指交易的歷史記錄
電腦檔案,data,檔案,data,0.9224,0.9,電腦檔案和檔案在此語境下是同義詞
機敏性資料,data,機敏資料,data,0.9221,0.9,機敏性資料和機敏資料是同義詞
機密文件,data,敏感文件,data,0.9204,0.9,機密文件和敏感文件是同義詞
帳號密碼,data,帳號/密碼,data,0.919,0.9,帳號密碼和帳號/密碼語意等價
敏感性資訊,data,敏感性資料,data,0.9182,0.9,節點 A 和節點 B 的名稱語意等價，都是指敏感的資訊或資料
用戶資訊,data,用戶資料,data,0.9181,0.9,用戶資訊和用戶資料是同義詞
敏感性資訊,data,敏感資料,data,0.917,0.9,節點 A 和節點 B 的名稱語意等價，都是指敏感的資訊或資料
個人重要資訊,data,個人資訊,data,0.9158,0.9,個人重要資訊和個人資訊在語意上相近，且都指涉個人相關的資訊
事件稽核紀錄,data,事件記錄,data,0.9152,0.8,事件稽核紀錄和事件記錄在本體論類別data下具有相似的語意含義
系統記錄檔,data,系統記錄,data,0.9136,0.9,系統記錄檔和系統記錄語意相近，檔可視為記錄的具體形式
設定檔,data,設定記錄檔,data,0.9132,0.8,設定檔和設定記錄檔在資訊或資料的本體論類別下具有相似的語意含義
應用程式記錄檔,data,應用程式日誌檔,data,0.9131,0.9,應用程式記錄檔和應用程式日誌檔是同義詞
應用程式日誌,data,應用程式日誌檔,data,0.9123,0.9,兩節點名稱語意相近，日誌和日誌檔指稱同一概念
機密性資料,data,敏感資料,data,0.9106,0.9,機密性資料和敏感資料在資訊安全領域中常被視為同義詞
日誌,data,日誌檔,data,0.9105,0.9,日誌和日誌檔是同義詞
公鑰,data,加密金鑰,data,0.909,0.9,公鑰和加密金鑰在資訊安全領域中是相關的概念，公鑰通常用於加密
機密資訊,data,機密性資料,data,0.9088,0.9,機密資訊和機密性資料是同義詞
檔案資料,data,文件檔案,data,0.9085,0.9,檔案資料和文件檔案在此語境下是同義詞
存取事件記錄,data,事件記錄,data,0.9084,0.8,節點 A 和節點 B 的名稱語意相近，存取事件記錄和事件記錄都指涉事件的記錄
機密資訊,data,敏感資訊,data,0.908,0.8,機密資訊和敏感資訊在資訊安全領域中常被視為同義詞
應用程式日誌,data,應用系統日誌,data,0.908,0.8,兩節點名稱語意相近，日誌的主體都與應用程式或系統相關
通訊訊息,data,訊息,data,0.9061,0.8,通訊訊息和訊息在此語境下可視為同義詞
系統日誌,data,系統作業日誌,data,0.905,0.9,系統日誌和系統作業日誌在語意上相近，後者可視為前者的標準化形式
敏感性資訊,data,敏感個人資料,data,0.9048,0.8,節點 A 和節點 B 都指涉敏感性資訊，且個人資料是敏感性資訊的一種特定類型
網路封包,data,封包,data,0.9045,0.9,節點 A 和節點 B 的名稱語意相近，網路封包和封包在此語境下可視為同義詞
系統紀錄,data,系統記錄檔,data,0.904,0.9,系統紀錄和系統記錄檔是同義詞
dns 資訊,data,dns伺服器資訊,data,0.9039,0.8,dns 資訊和 dns 伺服器資訊語意相近，可能指稱同一概念
網際網路封包,data,ip 封包,data,0.9037,0.9,網際網路封包和IP封包在網路通訊中指稱相同的概念
商業營運秘密,data,營業秘密,data,0.9033,0.9,兩節點名稱語意相近，均指商業運營中的秘密信息
機密檔案,data,密碼檔案,data,0.9025,0.9,機密檔案和密碼檔案都是指需要保密的檔案
加密金鑰 kc,data,加密金鑰,data,0.9023,1.0,兩節點名稱語意等價
網路通訊資料,data,網路資料,data,0.9022,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及網路的資料
系統記錄檔,data,系統日誌檔,data,0.9022,0.9,系統記錄檔和系統日誌檔是同義詞
系統作業日誌,data,作業日誌,data,0.9018,0.9,系統作業日誌和作業日誌語意相近，差異在於是否強調系統層面
記憶體資料,data,記憶體中資料,data,0.9018,0.9,兩節點名稱語意等價，都是指記憶體中的資料
設定檔,data,系統設定檔,data,0.9016,0.9,設定檔和系統設定檔是同義詞
主金鑰,data,金鑰,data,0.901,0.8,主金鑰和金鑰是相關的概念，且主金鑰可以被視為金鑰的標準化形式
機密資料,data,敏感資料,data,0.9003,0.9,機密資料和敏感資料在資訊安全領域中常被視為同義詞
敏感檔案,data,機密檔案,data,0.9001,0.8,敏感檔案和機密檔案都是指需要保密的檔案
ip 封包,data,網路封包,data,0.8998,0.9,ip 封包和網路封包在此語境下是同義詞
敏感性資料,data,敏感資訊,data,0.8995,0.9,節點 A 和節點 B 的名稱語意等價，都是指敏感的資訊或資料
機密資訊,data,機密資料,data,0.8984,0.9,機密資訊和機密資料是同義詞
機密檔案,data,敏感文件,data,0.8982,0.9,機密檔案和敏感文件是同義詞
電腦檔案,data,文件檔案,data,0.8978,0.9,電腦檔案和文件檔案在此語境下是同義詞
事件紀錄檔,data,事件記錄,data,0.8974,0.9,事件紀錄檔和事件記錄是同義詞
系統日誌,data,系統日誌檔,data,0.8973,0.9,系統日誌和系統日誌檔是同義詞
雲端服務資料,data,雲端資料,data,0.8967,0.9,兩節點名稱語意等價，雲端服務資料和雲端資料指稱同一概念
敏感文件,data,敏感資料,data,0.8958,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及敏感的資訊或資料
交易記錄,data,交易記錄檔,data,0.8952,0.9,節點 A 和節點 B 的名稱語意相近，交易記錄和交易記錄檔指稱同一概念
封包,data,資料封包,data,0.8945,0.9,節點 A 和節點 B 的名稱語意等價，都是指封裝的資料單位
日誌記錄,data,記錄,data,0.8944,0.8,日誌記錄和記錄為同義詞
通訊資訊,data,通訊資料,data,0.8941,0.9,通訊資訊和通訊資料是同義詞
敏感檔案,data,機密文件,data,0.894,0.9,敏感檔案和機密文件是同義詞
個人資料檔案,data,個人資料,data,0.8934,0.9,個人資料檔案和個人資料是同義詞
個人基本資料,data,個人重要資訊,data,0.8923,0.8,個人基本資料和個人重要資訊在語意上相近，可能指涉同一概念
認證資料,data,認證資訊,data,0.8922,0.9,認證資料和認證資訊是同義詞
機密檔案,data,密碼檔,data,0.892,0.8,機密檔案和密碼檔都指涉保密的檔案或資料
紀錄檔,data,事件紀錄檔,data,0.8912,0.8,兩節點名稱語意相近，紀錄檔和事件紀錄檔都指涉資訊或資料的記錄
日誌檔,data,日誌資料,data,0.8904,0.9,日誌檔和日誌資料在資訊或資料的本體論類別下是同義詞
系統紀錄資料,data,系統記錄檔,data,0.8881,0.9,系統紀錄資料和系統記錄檔是同義詞
密文,data,密文資料,data,0.8877,0.9,兩節點名稱語意等價，密文和密文資料都是指加密過的資料
日誌記錄,data,日誌檔,data,0.8877,0.8,日誌記錄和日誌檔在資訊領域中常被視為同義詞
檔案資料,data,文件,data,0.8869,0.8,檔案資料和文件在資訊或資料的本體論類別下具有相似的語意含義
個人資料檔案,data,個人基本資料,data,0.8867,0.9,個人資料檔案和個人基本資料在語意上相近，均指涉個人的基本資訊
存取事件記錄,data,事件稽核紀錄,data,0.8866,0.8,存取事件記錄和事件稽核紀錄在資訊安全領域中常被視為同義詞
通行碼,data,密碼,data,0.8851,0.9,通行碼和密碼都是用於驗證或授權的密碼或代碼
封包資料流,data,資料封包,data,0.8851,0.9,節點 A 和節點 B 的名稱語意等價，都是指封包中的資料
個人重要資訊,data,個人資料,data,0.8843,0.9,個人重要資訊和個人資料是同義詞
日誌資訊,data,日誌資料,data,0.884,0.9,日誌資訊和日誌資料是同義詞
私密金鑰,data,加密金鑰,data,0.8839,0.9,私密金鑰和加密金鑰是同義詞
警示,data,警告訊息,data,0.8836,0.9,警示和警告訊息在資訊或資料的本體論類別中為同義詞
機密性資料,data,敏感性資料,data,0.8833,0.8,機密性資料和敏感性資料在資訊安全領域中常被視為同義詞
敏感檔案,data,敏感資料,data,0.8822,0.9,節點 A 和節點 B 的名稱語意等價，均指涉敏感資訊
檔案資料,data,資料,data,0.881,0.8,檔案資料和資料是相關的概念，檔案資料可以被視為資料的一種形式
個人機敏資料,data,個人資訊,data,0.8807,0.9,個人機敏資料和個人資訊是同義詞
網頁資料,data,網路資料,data,0.8797,0.8,網頁資料和網路資料在此語境下可視為同義詞
程式碼,data,原始程式碼,data,0.8789,0.9,程式碼和原始程式碼在本體論類別data下是同義詞
警告訊息,data,警告文字,data,0.8781,0.9,節點 A 和節點 B 的名稱語意等價，都是指警告的內容
明文,data,明文資料,data,0.878,0.9,節點 A 和節點 B 的名稱語意等價，均指稱未經加密的明文資訊
用戶資訊,data,使用者資料,data,0.8777,0.9,用戶資訊和使用者資料是同義詞
明文,data,明文資訊,data,0.8766,0.9,節點 A 和節點 B 的名稱語意等價，都是指明文的資訊或資料
應用系統日誌,data,系統日誌,data,0.8765,0.8,節點 A 和節點 B 的名稱語意相近，都是描述系統的日誌
網際網路封包,data,封包,data,0.8754,0.9,節點 A 和節點 B 的名稱語意相近，網際網路封包是一種封包
網頁資料,data,資料,data,0.8753,0.8,節點 A 和節點 B 的名稱語意相近，均指稱資料的概念
紀錄檔,data,系統記錄檔,data,0.8753,0.9,紀錄檔和系統記錄檔在資訊或資料的本體論類別下具有相似的語意含義
文書資料,data,資料,data,0.8747,0.8,節點 A 和節點 B 的名稱語意相近，均指稱資料的概念
測試資料,data,資料,data,0.8732,0.8,測試資料是資料的一種特定類型，兩者語意相關但測試資料是資料的子概念
資料資產,data,資訊類資產,data,0.8731,0.9,節點 A 和節點 B 的名稱語意相近，均指涉資訊或資料的資產
機密資料,data,機密檔案,data,0.8729,0.8,機密資料和機密檔案在此語境下可視為同義詞
網際網路封包,data,tcp 封包,data,0.8717,0.8,tcp 封包是網際網路封包的一種特定類型
安全資料,data,敏感資料,data,0.8709,0.8,安全資料和敏感資料在資訊安全領域中常被視為同義詞
系統設定檔,data,系統檔案,data,0.8708,0.8,系統設定檔和系統檔案在本體論類別data下為同義詞
日誌檔,data,系統日誌檔,data,0.8697,0.9,節點 A 和節點 B 的名稱語意相近，系統日誌檔是日誌檔的一種特定類型
重要資料,data,重要資訊,data,0.8694,0.9,重要資料和重要資訊是同義詞
認證資料,data,驗證資訊,data,0.8686,0.9,認證資料和驗證資訊在本體論類別data下為同義詞
事件稽核紀錄,data,事件紀錄檔,data,0.8682,0.8,事件稽核紀錄和事件紀錄檔在語意上相近，均指涉及事件的記錄
機密資料,data,私人資料,data,0.8675,0.8,機密資料和私人資料在資訊安全的語境中常被視為同義詞
系統記錄檔,data,系統檔案,data,0.8673,0.9,系統記錄檔和系統檔案在資訊領域中常被視為同義詞
通訊資訊,data,網路通訊資料,data,0.8664,0.8,通訊資訊和網路通訊資料在語意上相近，指涉資訊傳遞的概念
使用者文件,data,文件檔案,data,0.8663,0.8,使用者文件和文件檔案在此語境下可視為同義詞
文書資料,data,檔案資料,data,0.8659,0.8,文書資料和檔案資料在此語境下可視為同義詞
密碼檔案,data,敏感文件,data,0.8656,0.8,密碼檔案和敏感文件在資訊安全的語境中常被視為同義詞
紀錄檔,data,記錄檔資訊,data,0.8647,0.9,紀錄檔和記錄檔資訊語意相近，指稱相同概念
機密性資料,data,機密檔案,data,0.864,0.8,機密性資料和機密檔案在語意上相近，均指涉及敏感資訊的資料
警示訊號,data,警示,data,0.864,0.8,節點 A 和節點 B 的名稱語意相近，均與警示相關
電子健康記錄,data,醫療記錄,data,0.8635,0.9,電子健康記錄和醫療記錄是同義詞
金鑰 k,data,金鑰,data,0.8631,0.9,兩節點名稱語意等價，均指稱金鑰
紀錄檔,data,記錄,data,0.8626,0.9,紀錄檔和記錄在資訊或資料的本體論類別中為同義詞
私密金鑰,data,秘密金鑰 (secret key),data,0.8622,0.9,私密金鑰和秘密金鑰是同義詞
文件化資訊,data,檔案資料,data,0.8621,0.9,文件化資訊和檔案資料在本體論類別data下為同義詞
加密金鑰,data,主金鑰,data,0.8612,0.8,加密金鑰和主金鑰在資訊安全中常被用作同義詞
加密金鑰 kc,data,金鑰,data,0.8594,0.8,節點 A 和節點 B 的名稱語意相近，均指稱金鑰的概念
